name of device,constant throughout,almost constant throughout,,,Ignore these,,,,,
name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.930664,-0.793457,0.126953,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.801025,0.497803,-0.081543,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.265869,0.080322,0.017334,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.930176,-0.13916,0.226562,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.217285,-0.125488,0.37085,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.467041,0.205078,0.141357,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.346191,-0.108154,-0.403076,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.168457,-0.114502,-0.07251,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.290283,0.128418,0.074951,NaN,17.045454,14.291029
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.364746,-0.124512,-0.009033,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,1.213867,0.217041,0.114746,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,1.382568,0.517578,0.360352,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.634521,-0.468018,-0.006104,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.759277,-0.82373,0.24585,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.02124,0.488525,-0.032959,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.236328,0.114746,0.021729,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.646729,-0.319824,0.237549,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,1.326904,-0.025635,0.398682,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.501709,0.263184,0.154053,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.469482,-0.136475,-0.283691,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.048096,-0.306152,0.057373,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.395508,0.14917,0.210938,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.299561,-0.027344,-0.082764,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,1.184814,0.348145,0.195312,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,1.378418,0.360352,0.36499,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.529785,-0.317139,0.007568,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.983887,-0.835938,0.225342,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.881836,0.506592,0.043945,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.161865,0.137451,0.00415,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.688232,-0.268555,0.297363,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,1.379639,0.013916,0.404297,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.494141,0.233887,0.146484,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.418701,-0.324951,-0.223633,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.091064,-0.131104,0.103271,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.351074,0.202881,0.125977,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.198242,-0.047363,-0.057129,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.395264,0.177734,0.122803,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.392334,0.515137,0.397705,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.517334,-0.446533,-0.071777,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.916016,-0.836182,0.183838,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.904541,0.436035,-0.00708,NaN,17.045454,5.534312
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.180176,0.170166,-0.050293,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.554443,-0.277588,0.259766,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,1.447754,-0.031982,0.424561,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.474121,0.121582,0.150879,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.514404,-0.233887,-0.19043,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.022461,-0.136475,0.047852,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.316162,0.06665,0.140869,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.292969,-0.088623,-0.026611,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,1.360352,0.259521,0.202637,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.295166,0.54541,0.36792,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.560303,-0.343018,0.036133,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.891602,-0.718506,0.202148,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.843018,0.462891,0.059082,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.188965,0.071533,-0.032959,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.766113,-0.415039,0.32666,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,1.431885,0.091064,0.445312,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.340088,0.186768,-0.021973,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.576172,-0.378906,-0.199463,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.033691,-0.10083,0.026611,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.266602,0.143311,0.161621,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.247559,-0.049561,-0.099609,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,1.393066,0.3125,0.290039,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.243896,0.470215,0.229736,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.569092,-0.517334,-0.05249,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.058838,-0.586182,0.100342,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.81543,0.377197,0.124512,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.160889,0.091553,-0.066162,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.536133,-0.280029,0.291748,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.581787,-0.015625,0.5,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.456543,0.187012,0.012695,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.46582,-0.229492,-0.170898,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.993652,-0.075684,0.088623,NaN,17.045454,15.456504
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.297607,0.058838,0.084473,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.289062,-0.080811,-0.093262,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,1.481934,0.282227,0.243408,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.397705,0.437012,0.282959,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.476562,-0.663818,-0.06543,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.077148,-0.444824,0.091309,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.623047,0.375244,0.06543,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.129883,0.030029,0.024658,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.730957,-0.30835,0.276855,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.480713,0.095947,0.481201,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.401367,0.218994,0.027588,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.55127,-0.445801,-0.06665,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.892822,0.04126,0.046143,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.225098,0.053223,0.117676,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.29834,-0.050293,-0.05249,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,1.515137,0.349854,0.365234,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.246094,0.545166,0.238525,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.695801,-0.666992,0.144775,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.832275,-0.470459,0.030273,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.790283,0.532227,0.162598,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.16626,0.019043,-0.015625,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.709717,-0.382812,0.334717,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.486328,0.082031,0.457764,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.343994,0.294678,0.014404,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.576416,-0.493408,-0.07666,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.976807,-0.018555,0.019531,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.308594,0.186768,0.198486,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.257568,-0.051025,-0.14209,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.447754,0.32959,0.370361,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.262939,0.396484,0.16748,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.517822,-0.625244,-0.014893,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.108643,-0.408936,0.106689,NaN,17.045454,14.178742
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.573975,0.419922,0.061768,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.122803,-0.004639,0.017334,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.888672,-0.402344,0.380615,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.483154,0.154541,0.503906,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.279053,0.327637,-0.009033,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.52002,-0.604736,-0.037109,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.912109,0.018555,0.029297,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.317627,0.0979,0.144043,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.353027,-0.027588,-0.060791,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.480713,0.416992,0.351807,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.36377,0.441895,0.194336,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.562744,-0.604248,-0.01001,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.925293,-0.509033,0.181885,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.739258,0.538086,0.038086,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.148926,0.032471,0.008057,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.806641,-0.375977,0.335449,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.437988,0.05957,0.480225,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.397217,0.340576,-0.031982,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.563721,-0.594238,-0.080811,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.874023,-0.02417,0.049072,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.268799,0.099121,0.108643,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.365723,-0.056885,-0.087158,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.524902,0.277832,0.315186,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.292725,0.542236,0.216064,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.683105,-0.785156,0.104492,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.799316,-0.446045,0.069824,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.700195,0.515625,0.041992,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.196533,0.05835,0.031494,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.9375,-0.352539,0.340332,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.42627,0.007324,0.458252,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.277832,0.296387,-0.201172,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.698242,-0.786865,-0.094727,NaN,17.045454,19.74733
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.889893,0.176758,0.052002,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.23584,0.136963,0.200684,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.30249,-0.090576,-0.101074,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.570068,0.303467,0.419434,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.369873,0.26123,-0.041016,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.435547,-0.771484,0.039307,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.025879,0.008057,-0.019043,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.398193,0.362549,-0.009033,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.169434,0.028076,0.061035,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.272949,-0.281494,0.375244,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.428955,0.199707,0.367432,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.354736,0.15918,-0.177246,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,1.239014,-0.512451,-0.057617,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.718262,0.305908,0.066406,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.266113,0.149902,0.064941,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.946289,0.218018,0.008057,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.31665,0.255371,0.364258,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.341064,0.123535,-0.118896,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.333984,-0.89917,0.211182,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,1.058838,0.278076,-0.062988,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.275879,0.33252,-0.052734,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.21875,-0.076904,0.16626,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.514893,-0.153809,0.376953,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.393799,0.161621,0.17627,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.419922,-0.030762,-0.223145,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,1.146729,-0.331055,-0.12915,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.630859,0.253418,0.167969,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.257812,0.042969,-0.006836,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.958496,0.130859,-0.018311,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.381348,0.279053,0.311523,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.415771,0.016113,-0.109375,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.152588,-0.831055,0.101318,NaN,17.045454,25.326096
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.958984,0.366211,-0.059814,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.337158,0.182861,-0.033203,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.473145,-0.140625,0.162598,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.393555,-0.182861,0.265625,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.292969,0.164307,0.043457,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.537598,-0.201904,-0.173584,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.078857,-0.101807,-0.110596,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.405029,0.083496,0.172607,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.331543,-0.022949,-0.04834,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.276123,0.283936,0.150391,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.38208,0.226074,0.171875,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.53833,-0.418213,-0.100586,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.893311,-0.608154,0.036621,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.806152,0.412598,-0.015625,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.186035,0.062744,-0.032227,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.892578,-0.359375,0.245117,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.541992,0.157715,0.322998,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.206787,0.13916,-0.148193,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.409424,-0.549316,-0.101562,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.922607,0.062012,0.041748,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.361328,0.162109,0.199707,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.380859,0.079102,-0.164551,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.574951,0.174316,0.33252,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.421875,0.166504,-0.078369,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.305664,-0.600098,0.045654,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.923584,-0.262695,-0.050537,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.563721,0.395264,-0.084717,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.294678,-0.060791,0.053711,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.241455,-0.223633,0.320801,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.306152,0.158203,0.207275,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.348389,0.121826,-0.250977,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.289551,-0.448242,-0.085693,NaN,17.045454,24.4695
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.758301,0.307617,0.144043,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.27832,-0.024414,0.105957,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.610596,-0.049805,-0.056885,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.586914,0.524414,0.433105,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.196289,0.382568,-0.035645,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.524902,-1.090576,0.297119,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.024902,0.205566,-0.116455,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.357178,0.353271,0.061279,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.203369,-0.121338,0.04126,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.435547,-0.25708,0.421875,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.365967,0.242188,0.213135,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.372803,-0.043945,-0.362061,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,1.293213,-0.465576,-0.090332,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.691162,0.390137,0.099854,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.220947,0.085938,0.054688,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.675781,0.014404,-0.118652,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.682617,0.314697,0.433594,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.297119,0.15625,-0.289551,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.293701,-1.089111,0.282471,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,1.012207,0.425781,-0.09375,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.226318,0.243896,0.012695,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.390137,-0.208496,0.181885,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.463867,-0.166016,0.454346,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.280518,0.30835,0.26709,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.543701,0.165039,-0.19043,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,1.143311,-0.562988,0.051025,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.620605,0.301025,0.131592,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.212402,0.045654,0.048096,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.023438,0.112793,-0.060547,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.401123,0.5,0.494141,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.469971,0.010742,-0.132812,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.126465,-1.013916,0.20459,NaN,17.045454,19.04026
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,1.075439,0.385498,-0.088379,NaN,17.045454,28.613241
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.226807,0.188965,0.019775,NaN,17.045454,28.613241
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.376709,-0.1875,0.129639,NaN,17.045454,28.613241
