name of device,constant throughout,almost constant throughout,,,Ignore these,,,,,
name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.941162,0.054443,0.305908,-0.04756,18.75,0.155255
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.936035,0.066406,0.329102,-0.041062,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.938232,0.069092,0.341797,-0.033153,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.927246,0.074463,0.34375,-0.025412,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.928955,0.071533,0.35083,-0.016125,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.93335,0.074951,0.347656,-0.00688,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.931396,0.068604,0.361572,0.003854,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.923584,0.071777,0.351074,0.015205,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.92334,0.075684,0.364746,0.025281,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.922119,0.075195,0.363525,0.033755,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.919678,0.067139,0.36499,0.043581,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.913818,0.07251,0.383057,0.050249,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.915771,0.074951,0.368896,0.056112,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.913086,0.074219,0.37793,0.058592,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.911133,0.077148,0.380127,0.058649,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.909424,0.070312,0.374023,0.057732,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.9104,0.076416,0.39502,0.056497,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.906738,0.074707,0.383301,0.054551,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.909912,0.072266,0.387451,0.050306,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.906494,0.077393,0.389404,0.047307,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.908447,0.074219,0.388184,0.042602,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.909668,0.072021,0.392334,0.039304,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.905518,0.075439,0.390625,0.035022,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.908936,0.074219,0.388672,0.030311,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.906738,0.072754,0.392822,0.027525,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.906982,0.077881,0.393799,0.025076,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.906982,0.07373,0.391602,0.023105,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.90625,0.076416,0.393066,0.022225,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.905273,0.073975,0.393799,0.018851,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.907715,0.077637,0.389404,0.016632,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.906982,0.07373,0.396973,0.015427,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.906494,0.078125,0.395752,0.013061,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.907471,0.072266,0.384033,0.01098,18.75,0.531913
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.908447,0.07666,0.401367,0.0095,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.905762,0.073975,0.389648,0.007533,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.907715,0.072021,0.391113,0.007289,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.905029,0.076416,0.400391,0.006078,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.906006,0.075195,0.394531,0.00494,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.906494,0.074951,0.39502,0.004331,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.907959,0.070312,0.397217,0.003171,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.911133,0.070801,0.386475,0.002678,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.910156,0.073975,0.403564,0.003235,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.915771,0.070557,0.373779,0.000761,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.917725,0.072021,0.366943,-0.001928,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.931152,0.068848,0.35376,-0.003896,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.92627,0.062744,0.33374,-0.009779,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.920166,0.059326,0.328125,-0.014446,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.926025,0.059082,0.335449,-0.018905,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.935547,0.059814,0.342773,-0.023988,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.933594,0.071045,0.354736,-0.027015,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.92627,0.063965,0.346924,-0.030987,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.931641,0.065918,0.348145,-0.034921,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.926025,0.069092,0.350342,-0.037034,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.927002,0.064941,0.341309,-0.042769,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.930664,0.062988,0.342041,-0.04346,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.928955,0.060547,0.343018,-0.043177,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.936523,0.068115,0.353027,-0.040957,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.947266,0.063232,0.349121,-0.034626,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.913086,0.053223,0.307373,-0.031497,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.933105,0.058594,0.322998,-0.028133,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.942871,0.052979,0.322266,-0.025253,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.937256,0.065918,0.343262,-0.023176,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.934326,0.063477,0.32959,-0.020759,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.936523,0.058105,0.330566,-0.018479,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.936768,0.060059,0.331055,-0.017336,18.75,0.35818
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.939209,0.065186,0.333252,-0.013204,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.930176,0.057129,0.328369,-0.011846,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.927734,0.05957,0.321289,-0.011536,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.938965,0.064453,0.345703,-0.012065,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.934326,0.062256,0.349121,-0.013222,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.929688,0.064453,0.353516,-0.008037,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.921875,0.068604,0.349609,-0.004998,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.922852,0.071045,0.356445,-0.000591,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.915771,0.070312,0.359619,0.001598,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.916016,0.074463,0.371338,0.006129,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.916748,0.072998,0.368896,0.010591,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.916992,0.076904,0.371338,0.015372,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.914062,0.07666,0.378906,0.019502,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.911865,0.080566,0.374756,0.024391,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.914307,0.074707,0.378906,0.030485,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.912598,0.076904,0.381836,0.033936,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.907715,0.075195,0.377686,0.036264,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.909424,0.081543,0.386963,0.035441,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.909912,0.076416,0.379395,0.035643,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.911621,0.077393,0.381348,0.034777,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.910645,0.079834,0.384766,0.035511,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.9104,0.077148,0.383545,0.033207,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.910156,0.076172,0.382324,0.031187,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.911377,0.077881,0.387939,0.029183,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.9104,0.076172,0.376953,0.025495,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.908936,0.077148,0.389404,0.022705,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.908936,0.076904,0.38501,0.018714,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.911377,0.077148,0.38208,0.015878,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.908691,0.077881,0.385498,0.014183,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.907471,0.076172,0.383301,0.011073,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.909912,0.075195,0.383301,0.009021,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.909668,0.077637,0.385254,0.007379,18.75,0.121777
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.9104,0.072998,0.382324,0.005066,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.910156,0.074219,0.390381,0.004571,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.910156,0.074951,0.379639,0.003316,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.912598,0.071777,0.382812,0.0016,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.907471,0.076904,0.383789,0.002263,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.913574,0.077148,0.381836,0.000704,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.914062,0.086914,0.380371,0.000062,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.923096,0.092285,0.378662,0.000061,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.923584,0.09082,0.358154,-0.002333,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.94043,0.111084,0.360596,-0.003041,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.925781,0.118896,0.366699,-0.003807,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.906006,0.111816,0.342041,-0.006722,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.928467,0.081787,0.340332,-0.009358,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.925293,0.089355,0.348877,-0.012615,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.946533,0.12793,0.323486,-0.015763,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.933838,0.146729,0.307129,-0.019897,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.937744,0.133789,0.284668,-0.027093,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.94165,0.120605,0.300049,-0.032148,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.943359,0.105713,0.29248,-0.038342,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.927734,0.071289,0.306152,-0.043981,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.935059,0.10498,0.29541,-0.04674,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.934814,0.117188,0.309082,-0.049451,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.952393,0.115234,0.312256,-0.053043,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.953369,0.096191,0.323486,-0.051939,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.942627,0.09375,0.321289,-0.050321,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.94165,0.087402,0.342041,-0.048034,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.947998,0.079346,0.350586,-0.04294,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.942627,0.066406,0.3125,-0.038272,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.919678,0.093262,0.299805,-0.030591,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.918213,0.082031,0.27832,-0.02677,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.919434,0.098877,0.282471,-0.021199,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.965332,0.063965,0.282959,-0.017354,18.75,0.110701
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.962402,0.081787,0.285156,-0.013693,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.941895,0.109619,0.312744,-0.009664,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.936523,0.092041,0.310791,-0.005745,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.931885,0.105957,0.311035,-0.005138,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.932129,0.117188,0.326416,-0.003379,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.931396,0.134766,0.308594,-0.005349,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.932373,0.123535,0.309814,-0.010203,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.940674,0.138184,0.312012,-0.010551,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.936279,0.130615,0.293457,-0.012223,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.945557,0.123779,0.291992,-0.009618,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.949951,0.117432,0.289551,-0.008397,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.945312,0.113525,0.308594,-0.004909,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.940186,0.117432,0.310059,-0.002291,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.939453,0.114258,0.307617,-0.002939,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.934814,0.115723,0.314941,-0.002527,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.934814,0.128174,0.310303,-0.001756,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.938721,0.118164,0.318604,-0.002781,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.936035,0.11499,0.324463,0.000998,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.938232,0.114502,0.323486,0.005195,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.933594,0.111572,0.326416,0.006728,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.931152,0.117188,0.332031,0.010374,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.94165,0.121094,0.320801,0.011729,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.93042,0.115723,0.326416,0.01406,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.936768,0.111816,0.322754,0.013416,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.932861,0.11084,0.321533,0.012575,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.937256,0.114014,0.330322,0.01468,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.933105,0.111084,0.326172,0.015318,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.935547,0.11084,0.324463,0.016645,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.933594,0.112305,0.330322,0.018156,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.936768,0.11377,0.317383,0.016352,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.939209,0.106934,0.319824,0.015062,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.937256,0.105713,0.313232,0.012885,18.75,0.363892
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.933105,0.10498,0.306641,0.008097,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.932617,0.109375,0.324951,0.006317,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.941895,0.11499,0.31665,0.002819,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.93335,0.114502,0.317139,0.001308,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.933105,0.10791,0.323242,0.000555,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.937012,0.107422,0.322998,-0.001649,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.931152,0.110352,0.324951,-0.002607,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.940186,0.113037,0.33252,-0.003203,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.938232,0.118896,0.311768,-0.005558,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.934326,0.117676,0.324707,-0.004517,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.939209,0.111328,0.32666,-0.003817,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.931885,0.104248,0.327148,-0.001821,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.938721,0.110352,0.331055,0.001781,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.932617,0.111816,0.332275,0.001914,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.933594,0.111084,0.330078,0.003676,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.931885,0.113281,0.330322,0.00511,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.934082,0.114746,0.328613,0.005298,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.924561,0.114258,0.331299,0.006353,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.936035,0.11377,0.339111,0.007462,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.932129,0.117676,0.332031,0.006791,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.93042,0.114502,0.328857,0.009545,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.939209,0.118408,0.325928,0.009107,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.931396,0.109619,0.321777,0.008283,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.936768,0.107666,0.324219,0.006975,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.933105,0.106689,0.318115,0.004269,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.935059,0.107666,0.318115,0.002737,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.936768,0.108643,0.326416,0.001456,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.936279,0.109131,0.321777,-0.000126,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.933594,0.112305,0.325439,-0.000671,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.931152,0.110107,0.327148,-0.001485,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.936035,0.113037,0.323975,-0.003622,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.934326,0.117676,0.321777,-0.0043,18.75,0.156479
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.935547,0.117188,0.328857,-0.005651,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.932373,0.11377,0.318604,-0.006221,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.935059,0.115723,0.332031,-0.00519,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.934814,0.109863,0.330078,-0.004526,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.933105,0.109863,0.326172,-0.003046,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.935303,0.111084,0.329346,-0.001251,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.932373,0.109131,0.328125,-0.000886,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.935303,0.113281,0.328613,0.000151,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.932861,0.112305,0.331055,0.000774,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.933105,0.114746,0.32373,0.000716,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.934814,0.112549,0.333984,0.002576,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.935547,0.112305,0.330078,0.004032,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.932861,0.112305,0.333496,0.004486,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.931152,0.111328,0.329102,0.005782,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.933594,0.111084,0.332031,0.005183,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.93335,0.105957,0.325928,0.004549,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.931641,0.112793,0.331787,0.004339,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.933594,0.109863,0.330322,0.003644,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.934326,0.11084,0.320801,0.00296,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.940918,0.11499,0.326172,0.002297,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.935059,0.110596,0.321533,0.001235,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.938721,0.114502,0.319092,0.001227,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.939697,0.115479,0.311768,-0.001178,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.938721,0.113281,0.3125,-0.003156,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.934082,0.119873,0.316162,-0.004991,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.939697,0.118652,0.320068,-0.006616,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.936523,0.117676,0.313721,-0.008165,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.933594,0.119141,0.329346,-0.007991,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.935791,0.119141,0.322266,-0.009166,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.934082,0.117676,0.324951,-0.009828,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.933594,0.117432,0.32959,-0.008785,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.931396,0.119385,0.328613,-0.008497,18.75,0.144022
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.929199,0.119873,0.330322,-0.007431,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.931396,0.119141,0.327881,-0.006576,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.93335,0.121094,0.334229,-0.003426,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.924316,0.120117,0.32959,-0.001063,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.931885,0.123779,0.337158,0.001778,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.938721,0.124512,0.340088,0.00391,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.941162,0.130615,0.324707,0.005901,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.915527,0.130615,0.328857,0.005682,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.935791,0.139648,0.345947,0.007831,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.90625,0.119629,0.334229,0.009037,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.928223,0.134521,0.342285,0.009211,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.918213,0.126709,0.336182,0.009583,18.75,0.056523
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.935547,0.144043,0.331299,0.008848,18.75,0.056523
