EXPERIMENT2_1.CSV,,,,,,,,,,,,,,,
min_spacing,iter_window_len,crazy_var,window_length,step1_benchmarks,step15_usage,,,,,,,,,,
0.33,0.1,60,200,"[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,,,,,,,,,,
subject,avg diff,setting.step1_usage,setting.step1_benchmarks,setting.step15_usage,setting.step2_usage,setting.step3_usage,,,good ones,,,,,,
"['filip2', 'hayden2', 'roy1']",51.87533934,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",16.88309814,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.67185772,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.89451461,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.61778338,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.55082745,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.25663678,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.10565069,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.80250552,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.76325141,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.67699463,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.13956507,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.1177841,"[1, 2, 3, 1, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,,"[1, 2, 3, 1, 0]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.90049992,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.50869435,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.06677158,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.73658952,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.10212212,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.68930829,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.35006157,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.01131475,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.78377132,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.64787638,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.90469945,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.91414653,"[1, 2, 3, 1, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,,"[1, 2, 3, 1, 1]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.88309814,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.67185772,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.89451461,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.61778338,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.55082745,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.25663678,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.10565069,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.80250552,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.76325141,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.67699463,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.13956507,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.1177841,"[1, 2, 3, 1, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,,"[1, 2, 3, 1, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",43.46082262,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.41694252,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.07457041,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.77997454,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.87522132,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.26050156,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.37832283,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.96979531,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.74128421,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.47557105,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.68449553,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.42776144,"[1, 2, 3, 1, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",17.17415409,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.84542085,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.69990251,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.58381704,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.49253804,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.10935997,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.66534847,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.51428426,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.41946882,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.24441849,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.57580863,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.44199786,"[1, 2, 3, 1, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,,"[1, 2, 3, 1, 4]",,,,,,
"['filip2', 'hayden2', 'roy1']",41.55441853,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.61603116,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.67898643,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.24298942,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.73431082,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.51125334,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.23661353,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.95402291,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.92953829,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.73080308,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.24074654,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.23318688,"[1, 2, 3, 2, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.66301563,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.26872516,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.55168267,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.49930989,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.58994534,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.54387075,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.87918066,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.93366254,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.95305824,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.54151524,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.55898108,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.73072115,"[1, 2, 3, 2, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",15.43525771,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.15077068,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.41012517,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.49301499,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.75508628,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.45340505,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.76105875,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",15.97971321,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.42482774,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.64551962,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.55468564,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.53606458,"[1, 2, 3, 2, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,,"[1, 2, 3, 2, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",45.88178828,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.89979807,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.56046732,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.64217774,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.77840544,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.5562667,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.44898015,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.29686213,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.00149515,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.56811794,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.22057225,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.55676834,"[1, 2, 3, 2, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.75314544,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.77519516,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.75392871,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.4933121,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.39523159,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.93797679,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.99611674,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.43586802,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.43521125,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.09520112,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.51984865,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.87533934,"[1, 2, 3, 2, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.75314544,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.77519516,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.75392871,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.4933121,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.39523159,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.93797679,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.99611674,"[1, 2, 3, 3, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
