name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
EE:56:81:F6:50:51,20160107110445.074,-70,1,0,0.882568,0.427002,0.138184,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.109,-70,2,0,0.878418,0.426270,0.135498,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.113,-70,3,0,0.881592,0.421387,0.133789,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.120,-70,4,0,0.881836,0.424072,0.134033,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.126,-70,5,0,0.880615,0.425781,0.139893,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.130,-70,6,0,0.882812,0.428711,0.131104,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.135,-70,7,0,0.879395,0.434326,0.143555,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.141,-70,8,0,0.877686,0.434814,0.134521,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.145,-70,9,0,0.877441,0.437500,0.138428,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.150,-70,10,0,0.877441,0.439209,0.137695,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.155,-70,11,0,0.877197,0.437256,0.136719,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.159,-70,12,0,0.878662,0.437988,0.135010,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.164,-70,13,0,0.878174,0.436523,0.135254,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.169,-70,14,0,0.881836,0.434082,0.132812,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.182,-70,15,0,0.878418,0.437256,0.139404,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.189,-70,16,0,0.877686,0.429688,0.129639,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.196,-70,17,0,0.877197,0.431641,0.135742,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.200,-70,18,0,0.880859,0.429443,0.141846,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.205,-70,19,0,0.881592,0.432129,0.132324,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.297,-70,20,0,0.877930,0.431396,0.133057,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.310,-70,21,0,0.877441,0.432129,0.134521,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.318,-70,22,0,0.880859,0.434814,0.120361,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.349,-70,23,0,0.876709,0.444824,0.119873,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.358,-70,24,0,0.877197,0.436768,0.108154,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.367,-70,25,0,0.884766,0.441162,0.118408,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.377,-70,26,0,0.883301,0.441406,0.115234,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.385,-70,27,0,0.877197,0.441650,0.108398,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.396,-70,28,0,0.880127,0.444336,0.107666,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.406,-70,29,0,0.879883,0.436279,0.108398,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.414,-70,30,0,0.879639,0.447510,0.107178,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110445.421,-70,31,0,0.878174,0.446533,0.109131,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110447.798,-70,0,0,0.879883,0.439209,0.102051,0.000000,0.000000,0.119704
EE:56:81:F6:50:51,20160107110447.807,-70,1,0,0.882324,0.438232,0.106201,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.836,-70,2,0,0.880859,0.439941,0.106689,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.841,-70,3,0,0.878662,0.434570,0.104736,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.845,-70,4,0,0.879639,0.435547,0.103271,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.852,-70,5,0,0.881836,0.432373,0.103027,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.857,-70,6,0,0.883057,0.434082,0.099365,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.863,-70,7,0,0.881348,0.443848,0.106445,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.869,-70,8,0,0.882812,0.438965,0.102783,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.873,-70,9,0,0.881592,0.438477,0.108154,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.878,-70,10,0,0.879639,0.444336,0.116211,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.883,-70,11,0,0.878662,0.441895,0.112549,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.887,-70,12,0,0.877686,0.441650,0.114258,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.892,-70,13,0,0.878174,0.438477,0.113281,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.898,-70,14,0,0.881836,0.439697,0.116211,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.903,-70,15,0,0.878662,0.443604,0.123291,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.907,-70,16,0,0.882568,0.431641,0.114990,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.914,-70,17,0,0.885742,0.428955,0.125977,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.919,-70,18,0,0.882324,0.436035,0.137451,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110447.924,-70,19,0,0.880371,0.432617,0.129395,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.047,-70,20,0,0.880615,0.427490,0.140625,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.056,-70,21,0,0.877686,0.424316,0.136475,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.064,-70,22,0,0.881836,0.423828,0.138184,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.098,-70,23,0,0.881104,0.429688,0.157959,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.105,-70,24,0,0.885010,0.414795,0.143311,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.111,-70,25,0,0.888672,0.413330,0.130859,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.118,-70,26,0,0.888916,0.413574,0.114990,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.122,-70,27,0,0.893555,0.412354,0.111816,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.127,-70,28,0,0.894775,0.406738,0.102051,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.133,-70,29,0,0.892578,0.404785,0.097412,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.140,-70,30,0,0.901855,0.397217,0.080811,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110448.145,-70,31,0,0.906738,0.408691,0.059082,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110450.048,-70,0,0,0.915771,0.400146,0.031006,0.000000,0.000000,0.098265
EE:56:81:F6:50:51,20160107110450.056,-70,1,0,0.905029,0.391846,0.026123,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.085,-70,2,0,0.913086,0.397949,0.002686,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.095,-70,3,0,0.900635,0.400146,-0.009277,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.100,-70,4,0,0.911621,0.385742,-0.036133,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.105,-70,5,0,0.900146,0.378906,-0.026367,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.109,-70,6,0,0.897217,0.376709,-0.059326,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.114,-70,7,0,0.898926,0.381348,-0.038330,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.119,-70,8,0,0.911865,0.390625,-0.020020,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.123,-70,9,0,0.908203,0.400879,-0.023193,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.128,-70,10,0,0.891113,0.374023,-0.026855,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.133,-70,11,0,0.894531,0.380127,-0.031250,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.137,-70,12,0,0.889160,0.394287,-0.033691,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.142,-70,13,0,0.890625,0.388428,0.000977,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.150,-70,14,0,0.910889,0.396973,0.028564,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.155,-70,15,0,0.906250,0.383789,0.024170,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.160,-70,16,0,0.902588,0.401367,0.056885,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.166,-70,17,0,0.926025,0.392822,0.028076,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.171,-70,18,0,0.894775,0.413818,0.053711,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.176,-70,19,0,0.914795,0.411621,0.069824,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.297,-70,20,0,0.886963,0.397461,0.073975,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.306,-70,21,0,0.886230,0.394043,0.073975,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.315,-70,22,0,0.891357,0.430908,0.063477,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.346,-70,23,0,0.898682,0.415771,0.065918,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.355,-70,24,0,0.902100,0.422852,0.069580,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.364,-70,25,0,0.898682,0.423584,0.080078,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.377,-70,26,0,0.895752,0.425293,0.072998,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.386,-70,27,0,0.891602,0.432373,0.079834,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.393,-70,28,0,0.891113,0.425537,0.075684,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.403,-70,29,0,0.895996,0.419189,0.079834,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.410,-70,30,0,0.893555,0.424805,0.095947,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110450.418,-70,31,0,0.910400,0.392334,0.070801,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110452.807,-70,0,0,0.891602,0.407715,0.077881,0.000000,0.000000,0.288541
EE:56:81:F6:50:51,20160107110452.822,-70,1,0,0.898926,0.401611,0.090576,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.871,-70,2,0,0.896973,0.400146,0.072266,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.883,-70,3,0,0.904053,0.404297,0.058350,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.888,-70,4,0,0.926025,0.408691,0.033447,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.894,-70,5,0,0.900391,0.406006,0.104248,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.898,-70,6,0,0.861328,0.438477,0.160400,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.910,-70,7,0,0.855713,0.447998,0.187744,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.916,-70,8,0,0.830566,0.418457,0.170410,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.920,-70,9,0,0.936035,0.407959,0.161377,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.930,-70,10,0,0.895508,0.385742,0.054443,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.937,-70,11,0,0.884521,0.424805,0.040771,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.941,-70,12,0,0.937988,0.415283,0.057129,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.952,-70,13,0,0.803467,0.479004,0.218750,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.957,-70,14,0,0.848145,0.430908,0.233398,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.963,-70,15,0,0.870605,0.468506,0.239502,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.969,-70,16,0,0.935059,0.333496,0.072998,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.974,-70,17,0,0.864258,0.464600,0.030518,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.981,-70,18,0,0.893311,0.427734,0.036377,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110452.986,-70,19,0,0.964844,0.435059,0.085938,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.051,-70,20,0,0.779541,0.458252,0.180664,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.058,-70,21,0,0.859375,0.465576,0.216309,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.063,-70,22,0,0.888672,0.394531,0.013428,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.082,-70,23,0,0.976807,0.368652,-0.030029,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.088,-70,24,0,0.841797,0.471191,0.024170,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.093,-70,25,0,0.900879,0.420410,0.077148,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.100,-70,26,0,0.884521,0.470947,0.152588,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.104,-70,27,0,0.860352,0.370117,-0.025879,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.108,-70,28,0,0.930664,0.397705,-0.096436,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.114,-70,29,0,0.898682,0.410400,-0.065674,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.118,-70,30,0,0.910156,0.422363,0.100342,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110453.122,-70,31,0,0.888184,0.437744,0.182129,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110455.298,-70,0,0,0.791992,0.396240,-0.002686,0.000000,0.000000,0.317533
EE:56:81:F6:50:51,20160107110455.308,-70,1,0,0.990967,0.379150,0.037598,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.336,-70,2,0,0.897949,0.383301,-0.075439,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.342,-70,3,0,0.909912,0.423828,0.056152,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.346,-70,4,0,0.900146,0.399414,0.054443,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.351,-70,5,0,0.871094,0.439941,0.106201,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.356,-70,6,0,0.901611,0.416260,0.107178,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.362,-70,7,0,0.896729,0.408691,0.083740,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.367,-70,8,0,0.894775,0.409424,0.080811,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.371,-70,9,0,0.892334,0.423340,0.098877,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.376,-70,10,0,0.892090,0.407227,0.094482,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.381,-70,11,0,0.895264,0.414062,0.108643,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.386,-70,12,0,0.883545,0.423096,0.108643,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.390,-70,13,0,0.884766,0.416016,0.107910,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.396,-70,14,0,0.893555,0.421875,0.111328,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.400,-70,15,0,0.883545,0.421875,0.108887,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.405,-70,16,0,0.891846,0.417236,0.102051,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.411,-70,17,0,0.887451,0.424072,0.103516,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.416,-70,18,0,0.881592,0.434814,0.113770,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.421,-70,19,0,0.885742,0.425781,0.102051,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.547,-70,20,0,0.882568,0.430420,0.105225,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.556,-70,21,0,0.887939,0.426514,0.104004,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.564,-70,22,0,0.885986,0.427002,0.101562,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.594,-70,23,0,0.886230,0.424072,0.100830,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.603,-70,24,0,0.887451,0.420410,0.101074,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.607,-70,25,0,0.888428,0.423828,0.104736,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.612,-70,26,0,0.891357,0.416260,0.097412,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.616,-70,27,0,0.890869,0.418213,0.107666,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.622,-70,28,0,0.891602,0.418701,0.107910,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.628,-70,29,0,0.889893,0.417725,0.096191,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.632,-70,30,0,0.888672,0.414307,0.097656,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110455.636,-70,31,0,0.888428,0.417480,0.096924,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110457.798,-70,0,0,0.889893,0.418945,0.097168,NaN,0.000000,4.074589
EE:56:81:F6:50:51,20160107110457.807,-70,1,0,0.887207,0.421875,0.097900,NaN,0.000000,0.146448
EE:56:81:F6:50:51,20160107110457.839,-70,2,0,0.882568,0.445312,0.109863,NaN,0.000000,0.138210
EE:56:81:F6:50:51,20160107110457.848,-70,3,0,0.891357,0.444824,0.121826,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.855,-70,4,0,0.881104,0.408936,0.102783,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.865,-70,5,0,0.891846,0.410645,0.099854,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.874,-70,6,0,0.905029,0.383545,0.075439,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.882,-70,7,0,0.904541,0.390137,0.087158,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.892,-70,8,0,0.902100,0.389404,0.069092,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.899,-70,9,0,0.900635,0.430664,0.083008,NaN,0.000000,0.080825
EE:56:81:F6:50:51,20160107110457.907,-70,10,0,0.947998,0.483887,0.018066,NaN,0.000000,0.096402
EE:56:81:F6:50:51,20160107110457.917,-70,11,0,0.799805,0.327881,0.096436,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.925,-70,12,0,0.903320,0.443115,-0.021240,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.932,-70,13,0,0.906982,0.406738,0.045410,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.941,-70,14,0,0.888428,0.431885,0.062988,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.949,-70,15,0,0.879395,0.420654,0.059326,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.956,-70,16,0,0.915527,0.405273,0.078857,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.965,-70,17,0,0.889404,0.385254,0.083008,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.973,-70,18,0,0.867920,0.445801,0.095459,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110457.980,-70,19,0,0.937012,0.419922,0.081299,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.054,-70,20,0,0.882080,0.403809,0.076660,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.064,-70,21,0,0.899170,0.404053,0.073730,NaN,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.073,-70,22,0,0.898438,0.406006,0.082031,-0.018791,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.101,-70,23,0,0.894775,0.402832,0.083252,-0.011235,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.107,-70,24,0,0.900146,0.405518,0.079346,-0.003331,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.113,-70,25,0,0.895020,0.408203,0.078613,0.003230,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.119,-70,26,0,0.892578,0.411377,0.074951,0.007538,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.124,-70,27,0,0.896240,0.412109,0.087646,0.014480,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.129,-70,28,0,0.886719,0.402832,0.074951,0.015983,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.134,-70,29,0,0.910645,0.395752,0.077881,0.017277,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.138,-70,30,0,0.968018,0.529541,-0.012695,0.007801,0.000000,0.229000
EE:56:81:F6:50:51,20160107110458.143,-70,31,0,0.822266,0.351807,0.066162,0.005986,0.000000,0.243005
EE:56:81:F6:50:51,20160107110500.301,-70,0,0,0.853027,0.443359,0.040527,0.002979,0.000000,0.243005
EE:56:81:F6:50:51,20160107110500.322,-70,1,0,0.936768,0.390381,0.048340,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.373,-70,2,0,0.909912,0.406250,0.082764,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.378,-70,3,0,0.893555,0.395020,0.079590,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.383,-70,4,0,0.902344,0.393066,0.079590,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.388,-70,5,0,0.899658,0.403320,0.090332,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.393,-70,6,0,0.892578,0.401123,0.096191,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.397,-70,7,0,0.900635,0.389648,0.085938,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.403,-70,8,0,0.903076,0.396240,0.079834,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.408,-70,9,0,0.896240,0.403076,0.087646,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.413,-70,10,0,0.900635,0.417725,0.089844,NaN,0.000000,1.987982
EE:56:81:F6:50:51,20160107110500.418,-70,11,0,0.894531,0.420410,0.088379,NaN,0.000000,1.987982
