1445892263165,193
1445892263167,196
1445892262686,198
1445892261707,193
1445892263412,194
1445892264593,218
1445892262926,202
1445892263417,193
1445892264145,192
1445892263563,233
1445892264142,193
1445892263655,195
1445892261780,193
1445892264096,193
1445892263364,194
1445892265068,196
1445892263362,194
1445892263814,216
1445892262683,196
1445892264728,193
1445892264921,192
1445892264922,193
1445892261804,194
1445892262936,206
1445892264095,192
1445892261930,196
1445892263663,199
1445892262832,190
1445892263704,203
1445892264685,191
1445892264440,197
1445892263707,205
1445892262633,194
1445892265071,195
1445892264682,192
1445892264288,194
1445892263216,195
1445892263463,197
1445892262737,195
1445892262734,194
1445892263516,195
1445892263512,195
1445892262585,194
1445892264641,195
1445892263946,193
1445892263947,194
1445892262340,195
1445892265022,196
1445892261810,195
1445892262827,186
1445892263021,218
1445892264287,194
1445892262194,214
1445892262195,217
1445892263470,199
1445892263995,194
1445892264777,194
1445892262591,193
1445892262294,193
1445892262291,195
1445892261615,195
1445892262790,225
1445892261612,194
1445892261755,193
1445892263030,219
1445892263763,213
1445892261222,184
1445892261513,191
1445892261511,192
1445892264781,194
1445892262045,192
1445892262046,196
1445892263850,202
1445892264385,190
1445892261957,199
1445892262239,217
1445892264545,214
1445892263120,192
1445892261664,191
1445892263753,209
1445892262535,192
1445892262536,192
1445892262435,194
1445892262885,198
1445892263612,191
1445892261463,201
1445892261462,208
1445892263081,197
1445892263854,196
1445892262640,193
1445892261949,195
1445892264823,194
1445892264825,192
1445892262339,192
1445892262973,209
1445892264198,192
1445892262977,214
1445892262875,195
1445892264191,194
1445892262387,195
1445892262386,195
1445892263316,193
1445892263313,193
1445892262782,195
1445892263558,196
1445892262143,209
1445892262142,207
1445892264487,204
1445892264485,201
1445892261852,193
1445892264876,191
1445892264875,192
1445892261855,196
1445892263608,183
1445892264239,197
1445892261313,200
1445892261218,198
1445892264339,229
1445892261362,208
1445892261363,215
1445892262093,198
1445892264435,195
1445892262094,201
1445892263263,195
1445892261564,194
1445892261562,193
1445892264043,193
1445892263264,193
1445892264734,194
1445892264535,207
1445892264631,202
1445892261903,197
1445892261658,193
1445892261710,192
1445892263070,205
1445892263897,192
1445892264583,217
1445892262241,209
1445892265119,194
1445892261265,196
1445892261266,198
1445892261414,217
1445892261415,214
1445892261314,202
1445892262486,193
1445892261997,196
1445892261996,236
1445892264970,193
1445892264971,193
1445892264044,192
1445892263804,217
