, 35
, 0
12:00:19.717, 0
12:00:19.735, 0
12:00:19.745, 14
12:00:22.225, 2
12:00:22.251, 237
12:00:22.265, 160
12:00:22.278, 0
12:00:22.899, 0
12:00:22.916, 0
12:00:22.932, 0
12:00:22.943, 237
12:00:22.982, 0
, 0
, 1
, 4
, 1
, 5
, 2
, 11
, 11
, 2
, 11
, 2
12:00:24.575, 0
12:00:24.595, 251
12:00:24.611, 0
12:00:24.712, 0
12:00:24.735, 0
12:00:24.778, 14
12:00:24.790, 251
12:00:24.802, 251
12:00:24.841, 0
12:00:24.932, 0
12:00:24.943, 0
12:00:24.980, 14
12:00:24.993, 251
12:00:25.003, 251
12:00:25.013, 0
12:00:25.122, 0
12:00:25.142, 0
12:00:25.172, 14
12:00:25.183, 251
12:00:25.264, 207
12:00:25.298, 207
12:00:25.309, 192
12:00:25.337, 185
12:00:25.353, 182
12:00:25.379, 180
12:00:25.392, 182
12:00:25.404, 183
12:00:25.417, 183
12:00:25.428, 184
12:00:25.482, 183
12:00:25.492, 184
12:00:25.526, 182
12:00:25.537, 181
12:00:25.567, 182
12:00:25.578, 182
12:00:25.610, 182
12:00:25.622, 182
12:00:25.667, 183
12:00:25.685, 183
12:00:25.722, 182
12:00:25.732, 185
12:00:25.766, 183
12:00:25.776, 183
12:00:25.805, 185
12:00:25.815, 187
12:00:25.854, 189
12:00:25.865, 189
12:00:25.902, 187
12:00:25.919, 188
12:00:25.963, 189
12:00:25.973, 236
12:00:26.001, 186
12:00:26.012, 179
12:00:26.049, 185
12:00:26.059, 189
12:00:26.097, 192
12:00:26.108, 195
12:00:26.148, 203
12:00:26.158, 218
12:00:26.205, 223
12:00:26.215, 222
12:00:26.254, 217
12:00:26.268, 197
12:00:26.295, 165
12:00:26.306, 155
12:00:26.352, 149
12:00:26.363, 149
12:00:26.405, 153
12:00:26.416, 159
12:00:26.439, 172
12:00:26.473, 178
12:00:26.500, 180
12:00:26.511, 186
12:00:26.548, 186
12:00:26.557, 189
12:00:26.590, 192
12:00:26.602, 191
12:00:26.649, 190
12:00:26.665, 190
12:00:26.706, 188
12:00:26.720, 190
12:00:26.731, 196
12:00:26.772, 198
12:00:26.782, 197
12:00:26.809, 199
12:00:26.841, 234
12:00:26.857, 208
12:00:26.893, 183
12:00:26.903, 191
12:00:26.940, 197
12:00:26.951, 199
12:00:27.000, 200
12:00:27.011, 203
12:00:27.050, 206
12:00:27.067, 209
12:00:27.097, 215
12:00:27.107, 214
12:00:27.143, 206
12:00:27.153, 196
12:00:27.180, 187
12:00:27.191, 186
12:00:27.237, 183
12:00:27.249, 182
12:00:27.267, 183
12:00:27.283, 184
12:00:27.316, 185
12:00:27.326, 182
12:00:27.382, 183
12:00:27.394, 184
12:00:27.414, 184
12:00:27.430, 184
12:00:27.462, 184
12:00:27.478, 185
12:00:27.511, 183
12:00:27.539, 184
12:00:27.571, 185
12:00:27.582, 185
12:00:27.610, 186
12:00:27.621, 189
12:00:27.670, 186
12:00:27.680, 185
12:00:27.708, 187
12:00:27.717, 237
12:00:27.784, 181
12:00:27.800, 176
12:00:27.810, 183
12:00:27.821, 187
12:00:27.860, 191
12:00:27.870, 193
12:00:27.908, 195
12:00:27.918, 198
12:00:27.963, 207
12:00:27.976, 209
12:00:28.024, 208
12:00:28.038, 197
12:00:28.073, 183
12:00:28.084, 181
12:00:28.131, 179
12:00:28.142, 180
12:00:28.192, 180
12:00:28.204, 181
12:00:28.215, 182
12:00:28.226, 181
12:00:28.259, 181
12:00:28.274, 180
12:00:28.301, 180
12:00:28.311, 184
12:00:28.341, 183
12:00:28.351, 183
12:00:28.406, 186
12:00:28.416, 185
12:00:28.444, 186
12:00:28.460, 185
12:00:28.488, 188
12:00:28.499, 186
12:00:28.543, 185
12:00:28.554, 188
12:00:28.585, 225
12:00:28.596, 190
12:00:28.637, 185
12:00:28.653, 190
12:00:28.682, 193
12:00:28.695, 195
12:00:28.731, 197
12:00:28.742, 201
12:00:28.792, 204
12:00:28.802, 210
12:00:28.849, 212
12:00:28.869, 203
12:00:28.903, 195
12:00:28.921, 189
12:00:28.952, 187
12:00:28.962, 186
12:00:28.993, 185
12:00:29.004, 186
12:00:29.041, 187
12:00:29.051, 188
12:00:29.071, 189
12:00:29.108, 187
12:00:29.138, 188
12:00:29.150, 188
12:00:29.188, 188
12:00:29.205, 189
12:00:29.236, 189
12:00:29.247, 188
12:00:29.336, 189
12:00:29.347, 187
12:00:29.375, 189
12:00:29.386, 192
12:00:29.421, 191
12:00:29.439, 189
12:00:29.486, 190
12:00:29.496, 232
12:00:29.539, 179
12:00:29.550, 178
12:00:29.600, 188
12:00:29.611, 189
12:00:29.623, 193
12:00:29.659, 193
12:00:29.669, 199
12:00:29.715, 202
12:00:29.726, 206
12:00:29.771, 209
12:00:29.782, 199
12:00:29.847, 190
12:00:29.857, 185
12:00:29.883, 183
12:00:29.894, 185
12:00:29.922, 184
12:00:29.933, 185
12:00:29.959, 183
12:00:29.970, 183
12:00:29.997, 183
12:00:30.007, 184
12:00:30.025, 184
12:00:30.054, 185
12:00:30.064, 184
12:00:30.102, 185
12:00:30.119, 184
12:00:30.154, 186
12:00:30.166, 185
12:00:30.203, 185
12:00:30.213, 187
12:00:30.226, 187
12:00:30.259, 186
12:00:30.269, 191
12:00:30.298, 190
12:00:30.309, 194
12:00:30.336, 191
12:00:30.353, 188
12:00:30.379, 188
12:00:30.389, 237
12:00:30.416, 177
12:00:30.446, 184
12:00:30.457, 193
12:00:30.494, 201
12:00:30.506, 198
12:00:30.545, 196
12:00:30.556, 199
12:00:30.584, 201
12:00:30.594, 208
12:00:30.634, 214
12:00:30.644, 210
12:00:30.690, 201
12:00:30.700, 193
12:00:30.743, 186
12:00:30.754, 186
12:00:30.781, 185
12:00:30.791, 185
12:00:30.849, 184
12:00:30.866, 182
12:00:30.895, 182
12:00:30.906, 181
12:00:30.941, 182
12:00:30.952, 184
12:00:30.983, 183
12:00:30.994, 184
12:00:31.051, 183
12:00:31.062, 183
12:00:31.098, 184
12:00:31.109, 184
12:00:31.137, 185
12:00:31.147, 185
12:00:31.174, 186
12:00:31.185, 186
12:00:31.219, 185
12:00:31.232, 186
12:00:31.265, 188
12:00:31.275, 186
12:00:31.326, 185
12:00:31.336, 185
12:00:31.379, 190
12:00:31.390, 236
12:00:31.421, 176
12:00:31.432, 187
12:00:31.465, 192
12:00:31.475, 194
12:00:31.523, 198
12:00:31.533, 199
12:00:31.565, 203
12:00:31.576, 205
12:00:31.606, 216
12:00:31.616, 214
12:00:31.655, 198
12:00:31.673, 185
12:00:31.711, 174
12:00:31.722, 169
12:00:31.788, 161
12:00:31.798, 170
12:00:31.809, 173
12:00:31.819, 183
12:00:31.850, 189
12:00:31.863, 190
12:00:31.905, 192
12:00:31.916, 192
12:00:31.981, 193
12:00:31.991, 192
12:00:32.019, 189
12:00:32.047, 190
12:00:32.062, 194
12:00:32.109, 193
12:00:32.120, 198
12:00:32.150, 198
12:00:32.161, 197
12:00:32.190, 198
12:00:32.201, 228
12:00:32.271, 201
12:00:32.282, 179
12:00:32.315, 192
12:00:32.325, 194
12:00:32.353, 196
12:00:32.363, 198
12:00:32.391, 201
12:00:32.401, 206
12:00:32.437, 208
12:00:32.451, 213
12:00:32.481, 211
12:00:32.492, 203
12:00:32.520, 195
12:00:32.532, 185
12:00:32.579, 185
12:00:32.589, 184
12:00:32.630, 186
12:00:32.641, 188
12:00:32.655, 187
12:00:32.686, 187
12:00:32.697, 185
12:00:32.728, 185
12:00:32.779, 186
12:00:32.790, 186
12:00:32.824, 186
12:00:32.835, 187
12:00:32.844, 186
12:00:32.880, 186
12:00:32.890, 185
12:00:32.928, 185
12:00:32.940, 188
12:00:32.990, 190
12:00:33.000, 190
12:00:33.051, 189
12:00:33.062, 219
12:00:33.074, 177
12:00:33.105, 186
12:00:33.134, 191
12:00:33.150, 196
12:00:33.179, 200
12:00:33.189, 202
12:00:33.217, 202
12:00:33.232, 205
12:00:33.273, 210
12:00:33.284, 215
12:00:33.312, 207
12:00:33.329, 197
12:00:33.375, 191
12:00:33.386, 188
12:00:33.414, 187
12:00:33.424, 187
12:00:33.459, 188
12:00:33.472, 190
12:00:33.539, 187
12:00:33.564, 187
12:00:33.615, 188
12:00:33.626, 187
12:00:33.639, 187
12:00:33.649, 188
12:00:33.662, 188
12:00:33.694, 188
12:00:33.704, 187
12:00:33.739, 189
12:00:33.768, 188
12:00:33.778, 189
12:00:33.815, 191
12:00:33.825, 192
12:00:33.860, 190
12:00:33.871, 190
12:00:33.899, 195
12:00:33.909, 239
12:00:33.949, 183
12:00:33.960, 190
12:00:34.026, 194
12:00:34.036, 196
12:00:34.046, 198
12:00:34.058, 199
12:00:34.100, 203
12:00:34.110, 207
12:00:34.144, 211
12:00:34.154, 215
12:00:34.200, 203
12:00:34.212, 193
12:00:34.241, 188
12:00:34.252, 186
12:00:34.288, 186
12:00:34.299, 188
12:00:34.347, 188
12:00:34.357, 189
12:00:34.386, 190
12:00:34.396, 189
12:00:34.433, 188
12:00:34.444, 187
12:00:34.490, 188
12:00:34.500, 189
12:00:34.549, 188
12:00:34.565, 189
12:00:34.594, 189
12:00:34.605, 189
12:00:34.747, 190
12:00:34.760, 192
12:00:34.804, 191
12:00:34.822, 189
12:00:34.871, 190
12:00:34.884, 226
12:00:34.983, 199
12:00:34.998, 178
12:00:35.042, 187
12:00:35.052, 195
12:00:35.063, 198
12:00:35.098, 199
12:00:35.117, 202
12:00:35.146, 203
12:00:35.158, 211
12:00:35.207, 215
12:00:35.224, 214
12:00:35.265, 205
12:00:35.277, 190
12:00:35.309, 187
12:00:35.320, 187
12:00:35.368, 186
12:00:35.389, 188
12:00:35.419, 189
12:00:35.430, 189
12:00:35.440, 190
12:00:35.452, 189
12:00:35.489, 189
12:00:35.501, 188
12:00:35.530, 188
12:00:35.540, 189
12:00:35.569, 189
12:00:35.579, 189
12:00:35.608, 190
12:00:35.626, 189
12:00:35.663, 190
12:00:35.674, 191
12:00:35.721, 191
12:00:35.733, 191
12:00:35.765, 190
12:00:35.775, 193
12:00:35.804, 196
12:00:35.821, 192
12:00:35.862, 193
12:00:35.872, 191
12:00:35.906, 215
12:00:35.916, 180
12:00:35.947, 189
12:00:35.958, 194
12:00:35.985, 196
12:00:35.996, 199
12:00:36.029, 201
12:00:36.050, 202
12:00:36.078, 206
12:00:36.089, 215
12:00:36.121, 215
12:00:36.131, 211
12:00:36.160, 201
