12	1447759195934	229
12	1447759195983	179
12	1447759195984	179
12	1447759196033	189
12	1447759196039	191
12	1447759196082	193
12	1447759196083	194
12	1447759196129	201
12	1447759196176	204
12	1447759196178	205
12	1447759196227	188
12	1447759196274	182
12	1447759196278	180
12	1447759196324	180
12	1447759196330	181
12	1447759196376	181
12	1447759196389	182
12	1447759196422	182
12	1447759196431	183
12	1447759196472	182
12	1447759196521	182
12	1447759196522	182
12	1447759196566	181
12	1447759196568	182
12	1447759196618	182
12	1447759196619	182
12	1447759196667	183
12	1447759196669	183
12	1447759196715	183
12	1447759196717	183
12	1447759196763	184
12	1447759196773	185
12	1447759196814	187
12	1447759196825	186
12	1447759196863	185
12	1447759196872	184
12	1447759196912	213
12	1447759196921	197
12	1447759196961	172
12	1447759196971	181
12	1447759197007	189
12	1447759197012	191
12	1447759197055	193
12	1447759197056	195
12	1447759197102	199
12	1447759197104	202
12	1447759197153	204
12	1447759197200	198
12	1447759197202	190
12	1447759197251	179
12	1447759197253	179
12	1447759197303	179
12	1447759197308	179
12	1447759197350	181
12	1447759197356	181
12	1447759197400	181
12	1447759197409	182
12	1447759197453	181
12	1447759197458	181
12	1447759197495	181
12	1447759197503	182
12	1447759197546	182
12	1447759197553	182
12	1447759197596	182
12	1447759197620	182
12	1447759197642	183
12	1447759197644	183
12	1447759197691	183
12	1447759197692	183
12	1447759197740	187
12	1447759197785	184
12	1447759197786	184
12	1447759197834	187
12	1447759197835	224
12	1447759197882	174
12	1447759197884	183
12	1447759197933	188
12	1447759197941	190
12	1447759197983	192
12	1447759197994	193
12	1447759198037	197
12	1447759198040	201
12	1447759198080	204
12	1447759198090	206
12	1447759198131	196
12	1447759198141	189
12	1447759198187	183
12	1447759198189	180
12	1447759198226	180
12	1447759198233	181
12	1447759198276	182
12	1447759198321	184
12	1447759198322	182
12	1447759198370	182
12	1447759198371	183
12	1447759198419	181
12	1447759198420	181
12	1447759198469	181
12	1447759198492	181
12	1447759198518	182
12	1447759198525	183
12	1447759198568	183
12	1447759198573	183
12	1447759198622	184
12	1447759198624	184
12	1447759198665	189
12	1447759198673	187
12	1447759198716	185
12	1447759198727	185
12	1447759198770	185
12	1447759198773	212
12	1447759198817	174
12	1447759198820	181
12	1447759198857	187
12	1447759198859	189
12	1447759198906	194
12	1447759198907	195
12	1447759198955	198
12	1447759198956	201
12	1447759199003	206
12	1447759199004	206
12	1447759199052	200
12	1447759199053	192
12	1447759199101	184
12	1447759199102	181
12	1447759199150	180
12	1447759199198	183
12	1447759199199	183
12	1447759199249	183
12	1447759199251	183
12	1447759199305	183
12	1447759199332	184
12	1447759199348	182
12	1447759199350	182
